stimFile,ITI_1,ITI_2
faces\amu1.jpg,0.538568713,2.357383411
faces\wms4.jpg,0.627133193,0.719051145
faces\bfs4.jpg,0.23963788,0.62022023
faces\wmu4.jpg,0.657813671,1.552301892
faces\bfs8.jpg,0.66007158,0.790780465
faces\wfu7.jpg,0.674891504,1.344621414
faces\bmu6.jpg,0.377725664,2.233904206
faces\amu7.jpg,0.705141375,2.103182174
faces\wms3.jpg,0.695048849,0.38587687
faces\bfs7.jpg,0.486277554,2.504963727
faces\wfs9.jpg,0.459025502,1.083197585
faces\amu4.jpg,0.561832218,1.220206906
faces\wms1.jpg,0.314338121,1.057809062
faces\wfu9.jpg,0.36941943,0.436505278
faces\wmu7.jpg,0.403010279,1.320502207
faces\wmu8.jpg,0.513955056,2.289721733
faces\bms8.jpg,0.709595489,1.472236737
faces\wfs1.jpg,0.390928473,0.959759226
faces\ams8.jpg,0.695725226,1.695595921
faces\bms1.jpg,0.721568575,2.681351432
faces\bfu1.jpg,0.220760791,1.528767077
faces\wmu9.jpg,0.737496708,0.699543351
faces\wfs3.jpg,0.551320426,1.618737564
faces\afu7.jpg,0.296916136,2.050304531
faces\bms9.jpg,0.400556388,0.981218648
faces\bmu7.jpg,0.718000711,0.475435748
faces\wfs8.jpg,0.41976583,1.955711121
faces\wfu1.jpg,0.329928522,0.878942379
faces\afs6.jpg,0.229758577,2.052353236
faces\wfs6.jpg,0.281231303,0.344398588
faces\ams6.jpg,0.472859406,0.806036109
faces\amu3.jpg,0.386961604,2.647437164
faces\wms6.jpg,0.542485292,1.463249771
faces\wfu8.jpg,0.317868281,2.62413885
faces\ams5.jpg,0.216289838,0.99575265
faces\wms7.jpg,0.562218091,0.548409359
faces\bms6.jpg,0.780916501,0.667555858
faces\bfu6.jpg,0.260692324,2.591463243
faces\bfu2.jpg,0.248790347,2.233627731
faces\bfu5.jpg,0.426781901,0.672603374
faces\bms4.jpg,0.256073978,2.090957019
faces\ams3.jpg,0.564061727,2.601629374
faces\afu1.jpg,0.395105909,0.671838661
faces\wfs7.jpg,0.775029539,1.81100715
faces\wfu2.jpg,0.230756562,1.673485096
faces\wms8.jpg,0.710014924,1.870017792
faces\wfs5.jpg,0.403056493,2.50466214
faces\afs7.jpg,0.551142554,1.031303604
faces\wmu3.jpg,0.520179961,1.419051736
faces\afu2.jpg,0.277835806,0.649806147
faces\bfu8.jpg,0.398295512,2.738524624
faces\wms2.jpg,0.213299998,1.846411963
faces\wfu4.jpg,0.495555294,1.744786352
faces\bmu3.jpg,0.375154482,1.111717871
faces\bmu1.jpg,0.631861056,1.260844412
faces\ams4.jpg,0.526070382,0.747007341
faces\afs9.jpg,0.398195084,1.14463778
faces\bmu4.jpg,0.475086961,2.336392304
faces\ams2.jpg,0.673476408,1.085396573
faces\afs5.jpg,0.490257569,0.291695579
faces\bmu9.jpg,0.585308996,1.6713364
faces\bfu4.jpg,0.61661739,1.513294235
faces\bms7.jpg,0.740655025,1.4676347
faces\afu8.jpg,0.584732078,2.570590435
faces\bfs1.jpg,0.652410336,2.425443752
faces\amu8.jpg,0.630841124,0.272164397
faces\wms5.jpg,0.540368359,0.985261684
faces\afu6.jpg,0.645777174,0.912383902
faces\amu5.jpg,0.366385493,2.706526141
faces\bfs5.jpg,0.705756325,1.787050682
faces\afs1.jpg,0.683398219,0.423326181
faces\afu4.jpg,0.785287023,1.670990794
faces\wmu2.jpg,0.714565345,1.024260644
faces\afs8.jpg,0.229463219,2.6954435
faces\wmu6.jpg,0.285906103,1.862049853
faces\afu9.jpg,0.481055277,0.569619706
faces\bmu2.jpg,0.594650015,0.901340326
faces\bfs9.jpg,0.466841305,0.358740729
faces\wfu6.jpg,0.297918735,1.992845576
faces\wmu5.jpg,0.203789091,2.315131761
faces\bmu5.jpg,0.364113246,1.966637297
faces\amu2.jpg,0.355611075,1.261420951
faces\bfs6.jpg,0.447943913,0.918989095
faces\wfs2.jpg,0.64976473,0.630732764
faces\bms2.jpg,0.757434878,1.721828168
faces\afs4.jpg,0.61662239,2.026724389
faces\wfu3.jpg,0.497569792,0.472587488
faces\bms3.jpg,0.283178199,2.368478879
faces\wfu5.jpg,0.546353641,1.794861687
faces\amu9.jpg,0.790949775,1.309530096
faces\afu5.jpg,0.64350864,1.668365678
faces\bfs2.jpg,0.471119919,2.446510708
faces\bms5.jpg,0.721698951,2.062621007
faces\bfs3.jpg,0.704916727,2.398101452
faces\wmu1.jpg,0.346476136,1.191121993
faces\bfu9.jpg,0.42719197,2.340025554
faces\amu1.jpg,0.538568713,2.357383411
faces\wms4.jpg,0.627133193,0.719051145
faces\bfs4.jpg,0.23963788,0.62022023
faces\wmu4.jpg,0.657813671,1.552301892
faces\bfs8.jpg,0.66007158,0.790780465
faces\wfu7.jpg,0.674891504,1.344621414
faces\bmu6.jpg,0.377725664,2.233904206
faces\amu7.jpg,0.705141375,2.103182174
faces\wms3.jpg,0.695048849,0.38587687
faces\bfs7.jpg,0.486277554,2.504963727
faces\wfs9.jpg,0.459025502,1.083197585
faces\amu4.jpg,0.561832218,1.220206906
faces\wms1.jpg,0.314338121,1.057809062
faces\wfu9.jpg,0.36941943,0.436505278
faces\wmu7.jpg,0.403010279,1.320502207
faces\wmu8.jpg,0.513955056,2.289721733
faces\bms8.jpg,0.709595489,1.472236737
faces\wfs1.jpg,0.390928473,0.959759226
faces\ams8.jpg,0.695725226,1.695595921
faces\bms1.jpg,0.721568575,2.681351432
faces\bfu1.jpg,0.220760791,1.528767077
faces\wmu9.jpg,0.737496708,0.699543351
faces\wfs3.jpg,0.551320426,1.618737564
faces\afu7.jpg,0.296916136,2.050304531
faces\bms9.jpg,0.400556388,0.981218648
faces\bmu7.jpg,0.718000711,0.475435748
faces\wfs8.jpg,0.41976583,1.955711121
faces\wfu1.jpg,0.329928522,0.878942379
faces\afs6.jpg,0.229758577,2.052353236
faces\wfs6.jpg,0.281231303,0.344398588
faces\ams6.jpg,0.472859406,0.806036109
faces\amu3.jpg,0.386961604,2.647437164
faces\wms6.jpg,0.542485292,1.463249771
faces\wfu8.jpg,0.317868281,2.62413885
faces\ams5.jpg,0.216289838,0.99575265
faces\wms7.jpg,0.562218091,0.548409359
faces\bms6.jpg,0.780916501,0.667555858
faces\bfu6.jpg,0.260692324,2.591463243
